Set,Run #1,Run #1,Run #1,Run #1,Run #1
Internal Pressure P1 (kPa),Time (s),Internal Pressure P0 (kPa),Ambient Pressure (kPa),Differential Pressure₁₋₂ (kPa),Calc1 (units)
,1633.6,114.71,99.92,14.79,114.71
,1633.8,114.71,99.92,14.79,114.71
,1634,114.71,99.93,14.78,114.71
,1634.2,114.71,99.92,14.79,114.71
,1634.4,114.71,99.92,14.79,114.71
,1634.6,114.71,99.92,14.79,114.71
,1634.8,114.71,99.92,14.79,114.71
,1635,114.71,99.92,14.78,114.71
,1635.2,114.71,99.92,14.78,114.71
,1635.4,114.71,99.92,14.78,114.71
,1635.6,114.71,99.92,14.79,114.71
,1635.8,114.71,99.92,14.79,114.71
,1636,114.71,99.92,14.79,114.71
,1636.2,114.71,99.92,14.79,114.71
,1636.4,114.71,99.92,14.78,114.71
,1636.6,114.71,99.92,14.79,114.71
,1636.8,114.71,99.92,14.79,114.71
,1637,114.71,99.92,14.79,114.71
,1637.2,114.71,99.93,14.79,114.71
,1637.4,114.71,99.92,14.79,114.71
,1637.6,114.71,99.92,14.79,114.71
,1637.8,114.71,99.93,14.78,114.71
,1638,114.71,99.92,14.79,114.71
,1638.2,114.71,99.92,14.78,114.71
,1638.4,114.71,99.93,14.78,114.71
,1638.6,114.71,99.93,14.79,114.71
,1638.8,114.71,99.93,14.78,114.71
,1639,114.71,99.93,14.78,114.71
,1639.2,114.71,99.93,14.78,114.71
,1639.4,114.71,99.93,14.78,114.71
,1639.6,114.71,99.93,14.78,114.71
,1639.8,114.71,99.93,14.78,114.71
,1640,114.71,99.93,14.78,114.71
,1640.2,114.71,99.92,14.78,114.71
,1640.4,114.71,99.92,14.79,114.71
,1640.6,114.71,99.93,14.79,114.71
,1640.8,114.71,99.92,14.79,114.71
,1641,114.71,99.92,14.79,114.71
,1641.2,114.71,99.92,14.79,114.71
,1641.4,114.71,99.92,14.79,114.71
,1641.6,114.71,99.93,14.78,114.71
,1641.8,114.71,99.92,14.78,114.71
,1642,114.71,99.93,14.78,114.71
,1642.2,114.71,99.93,14.78,114.71
,1642.4,114.71,99.93,14.78,114.71
,1642.6,114.71,99.92,14.79,114.71
,1642.8,114.71,99.92,14.79,114.71
,1643,114.71,99.92,14.79,114.71
,1643.2,114.71,99.92,14.79,114.71
,1643.4,114.71,99.93,14.79,114.71
,1643.6,114.71,99.92,14.79,114.71
,1643.8,114.71,99.92,14.79,114.71
,1644,114.71,99.92,14.79,114.71
,1644.2,114.71,99.92,14.79,114.71
,1644.4,114.71,99.92,14.79,114.71
,1644.6,114.71,99.93,14.79,114.71
,1644.8,114.71,99.92,14.79,114.71
,1645,114.71,99.93,14.78,114.71
,1645.2,114.71,99.92,14.79,114.71
,1645.4,114.71,99.93,14.78,114.71
,1645.6,114.71,99.93,14.78,114.71
,1645.8,114.71,99.92,14.79,114.71
,1646,114.71,99.92,14.79,114.71
,1646.2,114.71,99.92,14.78,114.71
,1646.4,114.71,99.92,14.79,114.71
,1646.6,114.71,99.92,14.78,114.71
,1646.8,114.71,99.92,14.79,114.71
,1647,114.71,99.92,14.79,114.71
,1647.2,114.71,99.93,14.79,114.71
,1647.4,114.71,99.92,14.78,114.71
,1647.6,114.71,99.92,14.78,114.71
,1647.8,114.71,99.92,14.79,114.71
,1648,114.71,99.93,14.78,114.71
,1648.2,114.71,99.92,14.79,114.71
,1648.4,114.71,99.92,14.79,114.71
,1648.6,114.71,99.93,14.78,114.71
,1648.8,114.71,99.93,14.78,114.71
,1649,114.71,99.92,14.78,114.71
,1649.2,114.71,99.93,14.78,114.71
,1649.4,114.71,99.93,14.79,114.71
,1649.6,114.71,99.93,14.78,114.71
,1649.8,114.71,99.93,14.78,114.71
,1650,114.71,99.93,14.78,114.71
,1650.2,114.71,99.93,14.79,114.71
,1650.4,114.71,99.93,14.79,114.71
,1650.6,114.71,99.93,14.78,114.71
,1650.8,114.71,99.92,14.78,114.71
,1651,114.71,99.93,14.78,114.71
,1651.2,114.71,99.93,14.78,114.71
,1651.4,114.71,99.93,14.79,114.71
,1651.6,114.71,99.92,14.79,114.71
,1651.8,114.71,99.93,14.78,114.71
,1652,114.71,99.93,14.78,114.71
,1652.2,114.71,99.92,14.79,114.71
,1652.4,114.71,99.93,14.79,114.71
,1652.6,114.71,99.92,14.79,114.71
,1652.8,114.71,99.92,14.79,114.71
,1653,114.71,99.92,14.79,114.71
,1653.2,114.71,99.92,14.79,114.71
,1653.4,114.71,99.92,14.79,114.71
,1653.6,114.71,99.92,14.78,114.71
,1653.8,114.71,99.92,14.78,114.71
,1654,114.71,99.93,14.78,114.71
,1654.2,114.71,99.92,14.78,114.71
,1654.4,114.71,99.93,14.78,114.71
,1654.6,114.71,99.92,14.79,114.71
,1654.8,114.71,99.92,14.79,114.71
,1655,114.71,99.92,14.78,114.71
,1655.2,114.71,99.92,14.79,114.71
,1655.4,114.71,99.92,14.79,114.71
,1655.6,114.71,99.92,14.79,114.71
,1655.8,114.71,99.92,14.79,114.71
,1656,114.71,99.92,14.79,114.71
,1656.2,114.71,99.92,14.78,114.71
,1656.4,114.71,99.92,14.79,114.71
,1656.6,114.71,99.92,14.79,114.71
,1656.8,114.71,99.92,14.79,114.71
,1657,114.71,99.92,14.79,114.71
,1657.2,114.71,99.92,14.79,114.71
,1657.4,114.71,99.92,14.79,114.71
,1657.6,114.71,99.92,14.79,114.71
,1657.8,114.71,99.92,14.79,114.71
,1658,114.71,99.92,14.79,114.71
,1658.2,114.71,99.92,14.78,114.71
,1658.4,114.71,99.92,14.79,114.71
,1658.6,114.71,99.92,14.79,114.71
,1658.8,114.71,99.92,14.79,114.71
,1659,114.71,99.92,14.79,114.71
,1659.2,114.71,99.92,14.79,114.71
,1659.4,114.71,99.92,14.79,114.71
,1659.6,114.71,99.92,14.79,114.71
,1659.8,114.71,99.92,14.78,114.71
,1660,114.71,99.92,14.78,114.71
,1660.2,114.71,99.92,14.79,114.71
,1660.4,114.71,99.92,14.78,114.71
,1660.6,114.71,99.92,14.78,114.71
,1660.8,114.71,99.92,14.79,114.71
,1661,114.71,99.92,14.79,114.71
,1661.2,114.71,99.92,14.79,114.71
,1661.4,114.71,99.92,14.78,114.71
,1661.6,114.71,99.92,14.78,114.71
,1661.8,114.71,99.92,14.79,114.71
,1662,114.71,99.92,14.78,114.71
,1662.2,114.71,99.92,14.78,114.71
,1662.4,114.71,99.92,14.79,114.71
,1662.6,114.71,99.93,14.78,114.71
,1662.8,114.71,99.92,14.79,114.71
,1663,114.71,99.92,14.78,114.71
,1663.2,114.71,99.92,14.78,114.71
,1663.4,114.71,99.93,14.78,114.71
,1663.6,114.71,99.93,14.78,114.71
,1663.8,114.71,99.93,14.79,114.71
,1664,114.71,99.93,14.78,114.71
,1664.2,114.71,99.93,14.78,114.71
,1664.4,114.71,99.93,14.78,114.71
,1664.6,114.71,99.93,14.78,114.71
,1664.8,114.71,99.93,14.78,114.71
,1665,114.71,99.93,14.78,114.71
,1665.2,114.71,99.93,14.78,114.71
,1665.4,114.71,99.93,14.78,114.71
,1665.6,114.71,99.93,14.78,114.71
,1665.8,114.71,99.93,14.78,114.71
,1666,114.71,99.93,14.78,114.71
,1666.2,114.71,99.93,14.78,114.71
,1666.4,114.71,99.93,14.78,114.71
,1666.6,114.71,99.93,14.78,114.71
,1666.8,114.71,99.92,14.78,114.71
,1667,114.71,99.93,14.78,114.71
,1667.2,114.71,99.93,14.78,114.71
,1667.4,114.71,99.93,14.78,114.71
,1667.6,114.71,99.93,14.78,114.71
,1667.8,114.71,99.93,14.78,114.71
,1668,114.71,99.93,14.78,114.71
,1668.2,114.71,99.93,14.78,114.71
,1668.4,114.71,99.92,14.78,114.71
,1668.6,114.71,99.92,14.79,114.71
,1668.8,114.71,99.92,14.79,114.71
,1669,114.71,99.93,14.78,114.71
,1669.2,114.71,99.93,14.78,114.71
,1669.4,114.71,99.92,14.79,114.71
,1669.6,114.71,99.92,14.79,114.71
,1669.8,114.71,99.93,14.78,114.71
,1670,114.71,99.93,14.78,114.71
,1670.2,114.71,99.92,14.79,114.71
,1670.4,114.71,99.92,14.79,114.71
,1670.6,114.71,99.92,14.79,114.71
,1670.8,114.71,99.92,14.79,114.71
,1671,114.71,99.92,14.78,114.71
,1671.2,114.71,99.92,14.78,114.71
,1671.4,114.71,99.92,14.78,114.71
,1671.6,114.71,99.92,14.79,114.71
,1671.8,114.71,99.93,14.78,114.71
,1672,114.71,99.92,14.79,114.71
,1672.2,114.71,99.92,14.79,114.71
,1672.4,114.71,99.93,14.78,114.71
,1672.6,114.71,99.92,14.79,114.71
,1672.8,114.71,99.92,14.79,114.71
,1673,114.71,99.92,14.79,114.71
,1673.2,114.71,99.92,14.79,114.71
,1673.4,114.71,99.92,14.79,114.71
,1673.6,114.71,99.92,14.79,114.71
,1673.8,114.71,99.92,14.79,114.71
,1674,114.71,99.92,14.79,114.71
,1674.2,114.71,99.92,14.79,114.71
,1674.4,114.71,99.92,14.79,114.71
,1674.6,114.71,99.92,14.79,114.71
,1674.8,114.71,99.92,14.79,114.71
,1675,114.71,99.92,14.78,114.71
,1675.2,114.71,99.92,14.78,114.71
,1675.4,114.71,99.93,14.78,114.71
,1675.6,114.71,99.93,14.78,114.71
,1675.8,114.71,99.93,14.79,114.71
,1676,114.71,99.93,14.78,114.71
,1676.2,114.71,99.93,14.78,114.71
,1676.4,114.71,99.93,14.78,114.71
,1676.6,114.71,99.93,14.78,114.71
,1676.8,114.71,99.93,14.78,114.71
,1677,114.71,99.92,14.78,114.71
,1677.2,114.71,99.92,14.78,114.71
,1677.4,114.71,99.93,14.78,114.71
,1677.6,114.71,99.92,14.78,114.71
,1677.8,114.71,99.92,14.79,114.71
,1678,114.71,99.92,14.78,114.71
,1678.2,114.71,99.92,14.79,114.71
,1678.4,114.71,99.93,14.78,114.71
,1678.6,114.71,99.92,14.79,114.71
,1678.8,114.71,99.93,14.78,114.71
,1679,114.71,99.92,14.79,114.71
,1679.2,114.71,99.92,14.79,114.71
,1679.4,114.71,99.92,14.79,114.71
,1679.6,114.71,99.92,14.79,114.71
,1679.8,114.71,99.92,14.78,114.71
,1680,114.71,99.92,14.78,114.71
,1680.2,114.71,99.92,14.79,114.71
,1680.4,114.71,99.92,14.79,114.71
,1680.6,114.71,99.93,14.78,114.71
,1680.8,114.71,99.92,14.79,114.71
,1681,114.71,99.92,14.78,114.71
,1681.2,114.71,99.92,14.79,114.71
,1681.4,114.71,99.92,14.79,114.71
,1681.6,114.71,99.92,14.78,114.71
,1681.8,114.71,99.92,14.78,114.71
,1682,114.71,99.92,14.78,114.71
,1682.2,114.71,99.92,14.78,114.71
,1682.4,114.71,99.92,14.78,114.71
,1682.6,114.71,99.92,14.79,114.71
,1682.8,114.71,99.92,14.79,114.71
,1683,114.71,99.92,14.78,114.71
,1683.2,114.71,99.93,14.78,114.71
,1683.4,114.71,99.92,14.78,114.71
,1683.6,114.71,99.92,14.79,114.71
,1683.8,114.71,99.92,14.79,114.71
,1684,114.71,99.92,14.78,114.71
,1684.2,114.71,99.92,14.79,114.71
,1684.4,114.71,99.93,14.78,114.71
,1684.6,114.71,99.92,14.79,114.71
,1684.8,114.71,99.92,14.79,114.71
,1685,114.71,99.92,14.79,114.71
,1685.2,114.71,99.92,14.79,114.71
,1685.4,114.71,99.92,14.79,114.71
,1685.6,114.71,99.92,14.78,114.71
,1685.8,114.71,99.92,14.79,114.71
,1686,114.71,99.92,14.78,114.71
,1686.2,114.71,99.92,14.79,114.71
,1686.4,114.71,99.92,14.79,114.71
,1686.6,114.71,99.92,14.78,114.71
,1686.8,114.71,99.92,14.78,114.71
,1687,114.71,99.93,14.78,114.71
,1687.2,114.71,99.92,14.78,114.71
,1687.4,114.71,99.92,14.78,114.71
,1687.6,114.71,99.92,14.78,114.71
,1687.8,114.71,99.93,14.78,114.71
,1688,114.71,99.92,14.78,114.71
,1688.2,114.71,99.92,14.78,114.71
,1688.4,114.71,99.92,14.79,114.71
,1688.6,114.71,99.92,14.79,114.71
,1688.8,114.71,99.92,14.79,114.71
,1689,114.71,99.92,14.78,114.71
,1689.2,114.71,99.92,14.79,114.71
,1689.4,114.71,99.92,14.79,114.71
,1689.6,114.71,99.92,14.79,114.71
,1689.8,114.71,99.92,14.79,114.71
,1690,114.71,99.92,14.79,114.71
,1690.2,114.71,99.92,14.79,114.71
,1690.4,114.71,99.92,14.79,114.71
,1690.6,114.71,99.92,14.79,114.71
,1690.8,114.71,99.92,14.79,114.71
,1691,114.71,99.93,14.79,114.71
,1691.2,114.71,99.92,14.79,114.71
,1691.4,114.71,99.92,14.79,114.71
,1691.6,114.71,99.92,14.79,114.71
,1691.8,114.71,99.92,14.78,114.71
,1692,114.71,99.92,14.79,114.71
,1692.2,114.71,99.92,14.79,114.71
,1692.4,114.71,99.93,14.78,114.71
,1692.6,114.71,99.92,14.79,114.71
,1692.8,114.71,99.92,14.79,114.71
,1693,114.71,99.92,14.79,114.71
,1693.2,114.71,99.92,14.79,114.71
,1693.4,114.71,99.92,14.79,114.71
,1693.6,114.71,99.92,14.79,114.71
,1693.8,114.71,99.92,14.79,114.71
,1694,114.71,99.92,14.79,114.71
,1694.2,114.71,99.92,14.79,114.71
,1694.4,114.71,99.92,14.79,114.71
,1694.6,114.71,99.92,14.79,114.71
,1694.8,114.71,99.92,14.79,114.71
,1695,114.71,99.92,14.79,114.71
,1695.2,114.71,99.92,14.79,114.71
,1695.4,114.71,99.92,14.79,114.71
,1695.6,114.71,99.92,14.79,114.71
,1695.8,114.71,99.92,14.79,114.71
,1696,114.71,99.92,14.79,114.71
,1696.2,114.71,99.92,14.79,114.71
,1696.4,114.71,99.92,14.79,114.71
,1696.6,114.71,99.92,14.79,114.71
,1696.8,114.71,99.92,14.79,114.71
,1697,114.71,99.92,14.79,114.71
,1697.2,114.71,99.92,14.79,114.71
,1697.4,114.71,99.92,14.79,114.71
,1697.6,114.71,99.92,14.79,114.71
,1697.8,114.71,99.92,14.79,114.71
,1698,114.71,99.92,14.79,114.71
,1698.2,114.71,99.92,14.79,114.71
,1698.4,114.71,99.92,14.79,114.71
,1698.6,114.71,99.92,14.79,114.71
,1698.8,114.71,99.92,14.79,114.71
,1699,114.71,99.92,14.79,114.71
,1699.2,114.71,99.92,14.79,114.71
,1699.4,114.71,99.92,14.79,114.71
,1699.6,114.71,99.92,14.79,114.71
,1699.8,114.71,99.92,14.79,114.71
,1700,114.71,99.92,14.79,114.71
,1700.2,114.71,99.92,14.79,114.71
,1700.4,114.71,99.92,14.79,114.71
,1700.6,114.71,99.92,14.79,114.71
,1700.8,114.71,99.92,14.79,114.71
,1701,114.71,99.92,14.79,114.71
,1701.2,114.71,99.92,14.79,114.71
,1701.4,114.71,99.92,14.79,114.71
,1701.6,114.71,99.92,14.79,114.71
,1701.8,114.71,99.92,14.79,114.71
,1702,114.71,99.92,14.79,114.71
,1702.2,114.71,99.92,14.79,114.71
,1702.4,114.71,99.92,14.79,114.71
,1702.6,114.71,99.92,14.79,114.71
,1702.8,114.71,99.92,14.79,114.71
,1703,114.71,99.92,14.79,114.71
,1703.2,114.71,99.92,14.79,114.71
,1703.4,114.71,99.92,14.79,114.71
,1703.6,114.71,99.92,14.79,114.71
,1703.8,114.71,99.92,14.79,114.71
,1704,114.71,99.92,14.79,114.71
,1704.2,114.71,99.92,14.79,114.71
,1704.4,114.71,99.92,14.79,114.71
,1704.6,114.71,99.92,14.79,114.71
,1704.8,114.71,99.92,14.79,114.71
,1705,114.71,99.92,14.79,114.71
,1705.2,114.71,99.92,14.79,114.71
,1705.4,114.71,99.92,14.79,114.71
,1705.6,114.71,99.92,14.79,114.71
,1705.8,114.71,99.92,14.79,114.71
,1706,114.71,99.92,14.79,114.71
,1706.2,114.71,99.92,14.79,114.71
,1706.4,114.71,99.92,14.79,114.71
,1706.6,114.71,99.92,14.79,114.71
,1706.8,114.71,99.92,14.78,114.71
,1707,114.71,99.92,14.79,114.71
,1707.2,114.71,99.92,14.78,114.71
,1707.4,114.71,99.92,14.78,114.71
,1707.6,114.71,99.92,14.79,114.71
,1707.8,114.71,99.92,14.79,114.71
,1708,114.71,99.92,14.78,114.71
,1708.2,114.71,99.92,14.78,114.71
,1708.4,114.71,99.92,14.79,114.71
,1708.6,114.71,99.92,14.79,114.71
,1708.8,114.71,99.92,14.79,114.71
,1709,114.71,99.92,14.79,114.71
,1709.2,114.71,99.92,14.78,114.71
,1709.4,114.71,99.92,14.78,114.71
,1709.6,114.71,99.92,14.78,114.71
,1709.8,114.71,99.93,14.78,114.71
,1710,114.71,99.93,14.78,114.71
,1710.2,114.71,99.93,14.78,114.71
,1710.4,114.71,99.93,14.79,114.71
,1710.6,114.71,99.92,14.79,114.71
,1710.8,114.71,99.92,14.79,114.71
,1711,114.71,99.93,14.79,114.71
,1711.2,114.71,99.93,14.79,114.71
,1711.4,114.71,99.92,14.79,114.71
,1711.6,114.71,99.92,14.79,114.71
,1711.8,114.71,99.92,14.79,114.71
,1712,114.71,99.92,14.78,114.71
,1712.2,114.71,99.93,14.78,114.71
,1712.4,114.71,99.92,14.79,114.71
,1712.6,114.71,99.93,14.78,114.71
,1712.8,114.71,99.93,14.79,114.71
,1713,114.71,99.92,14.79,114.71
,1713.2,114.71,99.92,14.79,114.71
,1713.4,114.71,99.92,14.78,114.71
,1713.6,114.71,99.92,14.79,114.71
,1713.8,114.71,99.92,14.79,114.71
,1714,114.71,99.92,14.79,114.71
,1714.2,114.71,99.92,14.79,114.71
,1714.4,114.71,99.92,14.79,114.71
,1714.6,114.71,99.92,14.79,114.71
,1714.8,114.71,99.92,14.79,114.71
,1715,114.71,99.92,14.79,114.71
,1715.2,114.71,99.92,14.79,114.71
,1715.4,114.71,99.92,14.79,114.71
,1715.6,114.71,99.92,14.79,114.71
,1715.8,114.71,99.92,14.79,114.71
,1716,114.71,99.92,14.79,114.71
,1716.2,114.71,99.92,14.79,114.71
,1716.4,114.71,99.92,14.79,114.71
,1716.6,114.71,99.93,14.78,114.71
,1716.8,114.71,99.93,14.78,114.71
,1717,114.71,99.92,14.78,114.71
,1717.2,114.71,99.93,14.78,114.71
,1717.4,114.71,99.93,14.79,114.71
,1717.6,114.71,99.92,14.79,114.71
,1717.8,114.71,99.93,14.79,114.71
,1718,114.71,99.92,14.79,114.71
,1718.2,114.71,99.92,14.79,114.71
,1718.4,114.71,99.92,14.79,114.71
,1718.6,114.71,99.92,14.79,114.71
,1718.8,114.71,99.92,14.79,114.71
,1719,114.71,99.93,14.78,114.71
,1719.2,114.71,99.92,14.79,114.71
,1719.4,114.71,99.92,14.79,114.71
,1719.6,114.71,99.92,14.79,114.71
,1719.8,114.71,99.92,14.78,114.71
,1720,114.71,99.93,14.78,114.71
,1720.2,114.71,99.93,14.79,114.71
,1720.4,114.71,99.93,14.78,114.71
,1720.6,114.71,99.93,14.79,114.71
,1720.8,114.71,99.93,14.78,114.71
,1721,114.71,99.93,14.78,114.71
,1721.2,114.71,99.93,14.78,114.71
,1721.4,114.71,99.93,14.78,114.71
,1721.6,114.71,99.93,14.79,114.71
,1721.8,114.71,99.92,14.78,114.71
,1722,114.71,99.92,14.79,114.71
,1722.2,114.71,99.92,14.79,114.71
,1722.4,114.71,99.93,14.78,114.71
,1722.6,114.71,99.92,14.78,114.71
,1722.8,114.71,99.93,14.78,114.71
,1723,114.71,99.92,14.79,114.71
,1723.2,114.71,99.93,14.78,114.71
,1723.4,114.71,99.93,14.78,114.71
,1723.6,114.71,99.92,14.79,114.71
,1723.8,114.71,99.93,14.78,114.71
,1724,114.71,99.92,14.78,114.71
,1724.2,114.71,99.93,14.78,114.71
,1724.4,114.71,99.93,14.78,114.71
,1724.6,114.71,99.93,14.78,114.71
,1724.8,114.71,99.92,14.78,114.71
,1725,114.71,99.92,14.78,114.71
,1725.2,114.71,99.92,14.78,114.71
,1725.4,114.71,99.92,14.78,114.71
,1725.6,114.71,99.93,14.78,114.71
,1725.8,114.71,99.92,14.78,114.71
,1726,114.71,99.92,14.79,114.71
,1726.2,114.71,99.92,14.78,114.71
,1726.4,114.71,99.92,14.79,114.71
,1726.6,114.71,99.92,14.79,114.71
,1726.8,114.71,99.92,14.79,114.71
,1727,114.71,99.93,14.78,114.71
,1727.2,114.71,99.93,14.78,114.71
,1727.4,114.71,99.92,14.79,114.71
,1727.6,114.71,99.92,14.79,114.71
,1727.8,114.71,99.93,14.79,114.71
,1728,114.71,99.92,14.78,114.71
,1728.2,114.71,99.92,14.78,114.71
,1728.4,114.71,99.92,14.78,114.71
,1728.6,114.71,99.93,14.78,114.71
,1728.8,114.71,99.93,14.78,114.71
,1729,114.71,99.92,14.78,114.71
,1729.2,114.71,99.92,14.78,114.71
,1729.4,114.71,99.93,14.78,114.71
,1729.6,114.71,99.92,14.78,114.71
,1729.8,114.71,99.93,14.78,114.71
,1730,114.71,99.93,14.78,114.71
,1730.2,114.71,99.93,14.78,114.71
,1730.4,114.71,99.93,14.78,114.71
,1730.6,114.71,99.92,14.78,114.71
,1730.8,114.71,99.93,14.78,114.71
,1731,114.71,99.93,14.78,114.71
,1731.2,114.71,99.93,14.78,114.71
,1731.4,114.71,99.93,14.78,114.71
,1731.6,114.71,99.93,14.78,114.71
,1731.8,114.71,99.93,14.78,114.71
,1732,114.71,99.93,14.78,114.71
,1732.2,114.71,99.93,14.78,114.71
,1732.4,114.71,99.93,14.78,114.71
,1732.6,114.71,99.93,14.78,114.71
,1732.8,114.71,99.93,14.78,114.71
,1733,114.71,99.93,14.78,114.71
,1733.2,114.71,99.93,14.78,114.71
,1733.4,114.71,99.93,14.78,114.71
,1733.6,114.71,99.93,14.78,114.71
,1733.8,114.71,99.93,14.78,114.71
,1734,114.71,99.93,14.78,114.71
,1734.2,114.71,99.93,14.78,114.71
,1734.4,114.71,99.93,14.78,114.71
,1734.6,114.71,99.93,14.78,114.71
,1734.8,114.71,99.93,14.78,114.71
,1735,114.71,99.93,14.78,114.71
,1735.2,114.71,99.93,14.78,114.71
,1735.4,114.71,99.93,14.78,114.71
,1735.6,114.71,99.93,14.79,114.71
,1735.8,114.71,99.93,14.78,114.71
,1736,114.71,99.93,14.79,114.71
,1736.2,114.71,99.93,14.78,114.71
,1736.4,114.71,99.93,14.78,114.71
,1736.6,114.71,99.93,14.78,114.71
,1736.8,114.71,99.93,14.78,114.71
,1737,114.71,99.93,14.78,114.71
,1737.2,114.71,99.93,14.78,114.71
,1737.4,114.71,99.93,14.79,114.71
,1737.6,114.71,99.93,14.78,114.71
,1737.8,114.71,99.93,14.79,114.71
,1738,114.71,99.93,14.79,114.71
,1738.2,114.71,99.93,14.78,114.71
,1738.4,114.71,99.93,14.78,114.71
,1738.6,114.71,99.92,14.79,114.71
,1738.8,114.71,99.93,14.78,114.71
,1739,114.71,99.93,14.79,114.71
,1739.2,114.71,99.93,14.78,114.71
,1739.4,114.71,99.93,14.78,114.71
,1739.6,114.71,99.93,14.78,114.71
,1739.8,114.71,99.93,14.78,114.71
,1740,114.71,99.93,14.79,114.71
,1740.2,114.71,99.93,14.78,114.71
,1740.4,114.71,99.93,14.79,114.71
,1740.6,114.71,99.93,14.79,114.71
,1740.8,114.71,99.93,14.78,114.71
,1741,114.71,99.93,14.78,114.71
,1741.2,114.71,99.93,14.78,114.71
,1741.4,114.71,99.93,14.78,114.71
,1741.6,114.71,99.92,14.78,114.71
,1741.8,114.71,99.93,14.78,114.71
,1742,114.71,99.93,14.78,114.71
,1742.2,114.71,99.93,14.78,114.71
,1742.4,114.71,99.93,14.78,114.71
,1742.6,114.71,99.93,14.78,114.71
,1742.8,114.71,99.93,14.78,114.71
,1743,114.71,99.93,14.78,114.71
,1743.2,114.71,99.93,14.78,114.71
,1743.4,114.71,99.93,14.78,114.71
,1743.6,114.71,99.93,14.78,114.71
,1743.8,114.71,99.93,14.78,114.71
,1744,114.71,99.93,14.78,114.71
,1744.2,114.71,99.93,14.78,114.71
,1744.4,114.71,99.93,14.78,114.71
,1744.6,114.71,99.93,14.78,114.71
,1744.8,114.71,99.93,14.78,114.71
,1745,114.71,99.93,14.78,114.71
,1745.2,114.71,99.93,14.78,114.71
,1745.4,114.71,99.93,14.78,114.71
,1745.6,114.71,99.93,14.78,114.71
,1745.8,114.71,99.93,14.78,114.71
,1746,114.71,99.93,14.78,114.71
,1746.2,114.71,99.93,14.78,114.71
,1746.4,114.71,99.93,14.78,114.71
,1746.6,114.71,99.93,14.78,114.71
,1746.8,114.71,99.93,14.78,114.71
,1747,114.71,99.93,14.78,114.71
,1747.2,114.71,99.93,14.78,114.71
,1747.4,114.71,99.93,14.78,114.71
,1747.6,114.71,99.93,14.78,114.71
,1747.8,114.71,99.93,14.78,114.71
,1748,114.71,99.93,14.78,114.71
,1748.2,114.71,99.93,14.78,114.71
,1748.4,114.71,99.93,14.78,114.71
,1748.6,114.71,99.93,14.78,114.71
,1748.8,114.71,99.93,14.78,114.71
,1749,114.71,99.93,14.78,114.71
,1749.2,114.71,99.93,14.78,114.71
,1749.4,114.71,99.93,14.78,114.71
,1749.6,114.71,99.93,14.78,114.71
,1749.8,114.71,99.93,14.78,114.71
,1750,114.71,99.93,14.78,114.71
,1750.2,114.71,99.93,14.78,114.71
,1750.4,114.71,99.93,14.78,114.71
,1750.6,114.71,99.93,14.78,114.71
,1750.8,114.71,99.93,14.79,114.71
,1751,114.71,99.93,14.78,114.71
,1751.2,114.71,99.93,14.78,114.71
,1751.4,114.71,99.93,14.78,114.71
,1751.6,114.71,99.93,14.78,114.71
,1751.8,114.71,99.93,14.78,114.71
,1752,114.71,99.93,14.78,114.71
,1752.2,114.71,99.93,14.78,114.71
,1752.4,114.71,99.93,14.78,114.71
,1752.6,114.71,99.93,14.78,114.71
,1752.8,114.71,99.93,14.78,114.71
,1753,114.71,99.93,14.78,114.71
,1753.2,114.71,99.93,14.78,114.71
,1753.4,114.71,99.93,14.78,114.71
,1753.6,114.71,99.93,14.78,114.71
,1753.8,114.71,99.92,14.79,114.71
,1754,114.71,99.93,14.78,114.71
,1754.2,114.71,99.93,14.78,114.71
,1754.4,114.71,99.92,14.79,114.71
,1754.6,114.71,99.93,14.78,114.71
,1754.8,114.71,99.93,14.78,114.71
,1755,114.71,99.93,14.78,114.71
,1755.2,114.71,99.93,14.78,114.71
,1755.4,114.71,99.92,14.78,114.71
,1755.6,114.71,99.93,14.78,114.71
,1755.8,114.71,99.93,14.78,114.71
,1756,114.71,99.92,14.79,114.71
,1756.2,114.71,99.93,14.78,114.71
,1756.4,114.71,99.93,14.78,114.71
,1756.6,114.71,99.93,14.78,114.71
,1756.8,114.71,99.93,14.78,114.71
,1757,114.71,99.93,14.79,114.71
,1757.2,114.71,99.93,14.78,114.71
,1757.4,114.71,99.93,14.78,114.71
,1757.6,114.71,99.93,14.78,114.71
,1757.8,114.71,99.93,14.78,114.71
,1758,114.71,99.93,14.78,114.71
,1758.2,114.71,99.93,14.78,114.71
,1758.4,114.71,99.93,14.78,114.71
,1758.6,114.71,99.93,14.78,114.71
,1758.8,114.71,99.93,14.78,114.71
,1759,114.71,99.93,14.78,114.71
,1759.2,114.71,99.93,14.78,114.71
,1759.4,114.71,99.93,14.78,114.71
,1759.6,114.71,99.93,14.78,114.71
,1759.8,114.71,99.93,14.78,114.71
,1760,114.71,99.93,14.78,114.71
,1760.2,114.71,99.93,14.78,114.71
,1760.4,114.71,99.93,14.78,114.71
,1760.6,114.71,99.93,14.78,114.71
,1760.8,114.71,99.93,14.78,114.71
,1761,114.71,99.93,14.78,114.71
,1761.2,114.71,99.93,14.78,114.71
,1761.4,114.71,99.93,14.78,114.71
,1761.6,114.71,99.93,14.78,114.71
,1761.8,114.71,99.93,14.78,114.71
,1762,114.71,99.93,14.78,114.71
